,Estado,Condicao_de_ocupacao_do_domicílio,Especie_do_Domicilio,Seguranca_Alimentar,Tipo_do_Domicilio,Código_de_Situacao_Censitaria,Faixa_do_rendimento_mensal_domiciliar_per_capita
17302,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17303,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17304,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17305,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17306,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17307,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17308,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17309,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17310,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17311,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17312,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17313,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17314,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17315,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17316,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17317,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17319,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17320,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17321,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17322,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17323,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17324,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17325,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17326,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17327,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17328,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17329,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17330,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17331,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
17332,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17333,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17334,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17335,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17337,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17338,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17339,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17340,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17342,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17343,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17344,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17345,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17346,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17347,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17348,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17349,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17351,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17352,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17354,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
17355,17,Cedido_de_outra_forma,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17356,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
17357,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17359,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_3_ate_5_salarios_minimos
17360,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17362,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17363,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
17364,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
17365,17,Cedido_de_outra_forma,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17368,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17369,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
17371,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17372,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17373,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17374,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17397,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17398,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17399,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17400,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17401,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17402,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17404,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
17406,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
17407,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17408,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17411,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17413,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17415,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17416,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
17417,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17418,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
17419,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
17420,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
17447,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17449,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17450,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17451,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17453,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17454,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17455,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17456,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17458,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17459,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17460,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17461,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17462,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17463,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17464,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17465,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17466,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17467,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17468,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17469,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17471,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17472,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17473,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17475,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17476,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17477,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17478,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17479,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17480,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17481,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17482,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17483,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17484,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17485,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
17486,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
17487,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
17488,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17489,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17490,17,Cedido_de_outra_forma,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17491,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17492,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
17493,17,Cedido_de_outra_forma,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
17494,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17495,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17496,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17498,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
17499,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
17500,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
